0,0.11391973495483398
1,0.0015056133270263672
2,0.0011184215545654297
0,2.0184364318847656
1,0.0009672641754150391
2,0.0009024143218994141
0,0.08780169486999512
1,0.0013358592987060547
2,0.0010495185852050781
0,0.10041642189025879
1,0.0011658668518066406
2,0.001102447509765625
0,0.09268569946289062
1,0.0010004043579101562
2,0.0010139942169189453
0,0.08009982109069824
1,0.0011563301086425781
2,0.0011065006256103516
0,0.09534740447998047
1,0.0017070770263671875
2,0.0012633800506591797
0,0.0829770565032959
1,0.0016388893127441406
2,0.0015649795532226562
0,0.13057994842529297
1,0.0009107589721679688
2,0.0008983612060546875
0,0.06311750411987305
1,0.0009455680847167969
2,0.0008580684661865234
0,0.3216969966888428
1,0.0011067390441894531
2,0.0010738372802734375
0,0.26134800910949707
1,0.00202178955078125
2,0.0018036365509033203
0,0.14060664176940918
1,0.0012221336364746094
2,0.0009455680847167969
0,0.10232138633728027
1,0.0008227825164794922
2,0.0009732246398925781
0,0.19369077682495117
1,0.0009675025939941406
2,0.0008692741394042969
0,1.6641499996185303
1,0.001035928726196289
2,0.0008554458618164062
0,0.5421931743621826
1,0.0010063648223876953
2,0.0009779930114746094
0,0.4668734073638916
1,0.0018129348754882812
2,0.0016291141510009766
0,0.6192483901977539
1,0.0012421607971191406
2,0.0011413097381591797
0,0.669553279876709
1,0.0017628669738769531
2,0.0018639564514160156
