#{"t_start": 1760874101.67724, "env_id": "None"}
r,l,t
0.239649,47,142.131262
11.880222,281,142.235212
10.426691,271,142.332616
12.070852,395,143.278851
5.637222,168,143.342334
11.375688,408,143.494175
13.310394,394,143.643791
11.489508,278,143.74666
11.910365,378,143.884435
-0.773193,30,143.89621
12.767729,350,144.951933
6.012098,161,145.012497
11.028431,269,145.109265
12.655231,410,145.260649
11.156555,291,145.369269
11.987741,302,145.479123
11.346278,279,145.581532
12.658735,349,146.547311
11.700414,294,146.65424
5.502803,170,146.71759
4.323256,126,146.765034
4.813407,164,146.82814
6.09622,172,146.892585
0.870352,51,146.91327
11.616223,425,147.068836
4.000089,118,147.112778
10.671041,291,148.149659
12.878849,399,148.295729
14.177702,380,148.437391
12.676301,399,148.586063
11.717371,282,148.689157
-0.403346,33,148.7024
4.259332,128,148.751408
12.873036,414,149.83316
13.215853,323,149.954674
5.625044,162,150.014482
11.406204,300,150.124748
13.814941,405,150.273152
13.677297,355,150.402801
12.599822,372,150.538783
13.66368,439,151.64035
12.084878,277,151.744447
-0.646019,32,151.758023
13.025916,376,151.896107
11.808621,339,152.019324
5.549742,161,152.079234
12.428305,387,152.220352
11.509518,316,153.204768
12.911249,322,153.322085
15.345805,488,153.498572
13.261318,350,153.626301
4.62773,135,153.676136
15.2657,427,153.829493
11.914416,301,155.166287
12.644478,307,155.280406
4.52486,137,155.356125
15.149865,445,155.542967
5.294365,166,155.608515
1.230459,58,155.633498
12.662764,302,155.750769
1.54723,61,155.775437
11.147768,312,155.89699
12.241111,309,157.000019
12.617928,405,157.146253
12.370513,284,157.250588
6.091649,165,157.314697
12.610014,293,157.423501
4.869297,157,157.485619
5.279504,173,157.550058
-0.006811,37,157.565752
4.055773,135,157.618979
11.193894,303,158.863422
0.285714,38,158.879581
12.023192,294,159.000648
12.804547,348,159.135278
4.868269,136,159.186847
12.742341,339,159.310711
12.272921,315,159.429834
12.858553,334,159.554755
5.782562,179,160.526284
13.112235,315,160.643813
15.535844,504,160.830297
12.615747,298,160.939471
12.099378,348,161.068757
7.482487,176,161.13887
6.744789,185,161.209418
6.404185,174,161.277479
12.667902,341,162.259022
12.982154,361,162.392924
15.26703,506,162.583003
17.313974,555,162.784767
12.367332,278,162.88729
12.136144,314,163.825059
12.479224,274,163.926191
-0.345453,34,163.940789
12.340574,271,164.042361
13.17454,327,164.168002
13.175153,304,164.281288
12.256522,300,164.392525
11.179115,267,165.35035
12.203663,300,165.463445
5.811048,163,165.524397
11.997695,278,165.628573
-0.455456,36,165.642578
20.193867,710,165.90494
5.041997,136,165.956502
-0.545332,30,165.96842
12.077391,325,166.087814
5.085303,120,166.953316
5.763016,135,167.005566
3.037111,102,167.045446
6.847694,164,167.107646
6.405256,154,167.167427
12.40099,315,167.289257
-0.537714,42,167.307121
7.322054,164,167.373543
13.083972,393,167.523258
13.105391,326,167.643242
16.383045,598,168.717729
12.089428,264,168.815783
5.248738,144,168.872202
6.63128,154,168.929029
15.513709,499,169.112327
13.271329,332,169.2348
6.810138,153,169.291909
19.624467,746,170.377891
12.362761,298,170.487769
12.878473,289,170.595644
5.706357,133,170.647469
2.782506,94,170.682919
6.489502,143,170.739151
6.570709,156,170.797587
19.989976,771,171.946315
12.686036,338,172.071205
5.58148,146,172.12569
5.350808,150,172.184479
13.418991,351,172.315505
13.361845,347,172.444736
5.513938,152,172.501388
12.692799,286,173.379575
-0.295269,39,173.395918
0.134989,44,173.414397
5.776434,165,173.478025
11.816117,358,173.610517
4.908531,141,173.665568
4.539616,143,173.722488
13.828078,405,173.872777
12.729455,293,173.983242
-0.064951,40,173.999201
12.461456,306,174.992244
19.310243,718,175.278749
5.442121,168,175.344971
12.610743,330,175.479439
12.476193,327,175.611293
23.391492,1049,176.884659
5.142626,149,176.941887
-0.403837,41,176.957951
13.71152,424,177.114197
12.304254,369,177.249264
13.456973,353,177.38011
12.131291,317,178.340388
11.253101,393,178.491381
14.627927,402,178.648125
12.547187,342,178.776582
-0.146014,38,178.791821
13.442811,443,178.956154
14.666349,475,179.958985
5.093967,146,180.014497
-0.387526,34,180.028371
-0.126078,39,180.044891
12.623042,400,180.193916
11.4221,459,180.362396
13.753703,450,180.525926
13.354372,428,181.511489
6.588205,207,181.593052
6.381192,189,181.663547
12.987005,359,181.797962
16.764485,545,181.996284
20.142503,905,183.125134
0.574058,57,183.146763
21.650314,796,183.426856
6.124079,167,183.487258
19.669003,734,184.617271
0.178099,45,184.636475
15.858404,565,184.854841
4.572539,134,184.906791
17.104036,623,185.133504
13.199798,364,185.265731
4.747473,147,185.320677
25.685672,1124,186.586145
5.504346,160,186.646924
16.829754,524,186.835905
10.141758,302,186.944738
-0.222158,42,186.961108
17.406335,639,187.97844
5.03172,169,188.044563
9.778889,298,188.158742
14.738548,506,188.350901
16.084513,497,189.352217
13.947784,410,189.502103
0.544005,54,189.523446
15.31201,447,189.688732
13.360275,357,189.816328
12.256203,361,189.94607
6.200091,197,190.018373
19.472759,698,191.056044
-0.227181,41,191.073084
0.198903,47,191.092921
16.434872,574,191.308197
15.048828,436,191.474907
2.679708,89,191.516087
15.105545,451,192.550858
18.32593,612,192.775984
4.515812,139,192.828332
34.897572,1641,194.230251
14.618555,473,194.40392
17.896925,598,194.622835
14.994622,433,194.79234
5.342129,154,195.7246
4.600148,133,195.792583
6.378227,186,195.866716
13.238382,340,195.990787
14.767798,380,196.144766
49.939156,2355,197.796172
6.636855,172,197.861639
4.776791,130,197.911023
4.829468,140,197.96322
16.236202,515,199.003677
14.094461,362,199.14424
6.80509,183,199.217272
13.081065,328,199.336598
6.698076,183,199.411321
24.133745,981,200.587658
29.183658,1159,201.045059
15.288696,466,201.21463
25.35674,996,202.458369
5.425787,149,202.516953
29.289534,1148,203.752073
0.771511,58,203.775119
0.806723,44,203.792631
25.120277,947,204.147717
46.524546,2095,205.776434
6.128967,183,205.8468
14.490232,388,205.989201
4.854286,134,206.038424
17.299905,556,207.232687
7.070044,158,207.299137
17.628487,568,207.534168
14.450304,407,207.688807
0.240801,51,207.709027
23.079982,804,208.892816
16.502629,551,209.097234
6.658592,150,209.153263
5.184769,136,209.204027
7.231639,158,209.263103
29.353912,1164,210.513849
6.771593,163,210.574553
4.877001,134,210.625422
6.534488,144,210.682735
7.44526,165,210.742378
6.446272,148,210.798531
7.619616,164,210.859082
6.205675,141,210.913375
7.267266,163,210.974972
19.792896,692,212.070311
7.448156,164,212.133012
15.952615,477,212.309894
5.035405,140,212.364204
16.510478,482,212.538094
7.840524,172,212.60324
6.059024,163,212.663283
7.259329,167,213.51881
23.076512,817,213.81086
20.829668,703,214.065799
14.452532,415,214.227839
7.660566,168,215.177283
24.339045,948,215.527886
7.351846,160,215.589052
28.137342,1094,216.822937
15.456331,450,216.987829
18.612984,601,217.206573
-0.378484,33,217.219733
7.454984,166,217.28317
18.420791,602,218.343362
21.366248,755,218.652287
-0.049221,40,218.667797
28.428664,1136,219.092907
5.765215,151,219.982918
6.061765,158,220.045883
7.055923,165,220.108983
7.43269,165,220.173438
14.202848,488,220.356512
30.714767,1380,221.772383
6.322514,168,221.841858
13.689373,436,222.006925
10.922794,252,222.100986
6.357153,165,222.163332
0.142337,44,222.182844
-0.023056,45,222.201449
19.108306,715,223.296544
6.545859,171,223.363329
5.370261,155,223.42332
15.721729,523,223.615665
16.512853,504,223.801239
16.506042,513,224.831059
5.44867,146,224.886963
19.305152,660,225.142267
16.5665,542,225.353827
0.124195,48,225.372898
17.330683,599,225.595524
0.280949,47,226.534832
6.291329,166,226.5992
14.558165,458,226.794199
4.567399,131,226.850216
22.507329,836,227.168545
6.007637,175,227.234873
5.348191,144,227.291434
13.740538,502,228.334205
13.404489,427,228.505505
14.690244,496,228.689539
22.318435,823,229.835083
19.500158,649,230.075061
5.398405,147,230.129995
5.054519,136,230.184109
13.790291,403,230.338129
0.052297,42,230.35609
16.152455,513,230.542609
16.411033,625,231.606065
5.2835,138,231.659172
21.752924,755,231.950472
17.277413,562,232.166066
14.112869,425,233.145293
0.641674,58,233.176861
13.766138,517,233.366987
23.818599,930,233.720635
23.130698,845,234.829734
4.858951,155,234.887117
20.755928,731,235.162418
18.265922,574,236.193336
15.211248,459,236.368212
5.817225,165,236.430904
14.627071,501,236.617784
12.288324,337,236.743365
17.867074,638,237.823461
21.171844,815,238.118291
5.049495,147,238.175778
17.23033,586,238.400116
21.447238,778,239.506158
14.777502,443,239.673781
21.215928,806,239.966048
29.493329,1182,241.236729
14.189077,392,241.386604
19.870302,705,241.647268
17.04718,569,530.890553
