#{"t_start": 1760777453.242622, "env_id": "None"}
r,l,t
2.391886,8,31.314594
42.6,48,31.415409
1.738197,7,31.431665
-3.608114,2,31.436167
5.938197,11,31.460496
-1.65,4,31.470406
-2.65,3,31.480337
18.888197,23,31.530403
-3.608114,2,31.535546
6.379289,11,31.558881
6.528261,12,31.586649
6.35,12,31.61319
25.138197,28,31.668663
7.829289,12,31.692679
19.341886,23,31.743766
-0.65,5,31.756713
3.391886,9,31.777984
5.529289,10,31.802519
-0.261803,5,31.814911
0.73991,6,31.829281
4.511389,10,31.851749
-1.65,4,31.861261
-1.411803,4,31.874177
4.379289,9,31.902386
7.35,13,31.936135
7.9,13,31.969901
23.191886,28,32.037655
19.434275,25,32.103237
4.511389,10,32.127714
5.621969,11,32.154744
0.511389,6,32.172119
29.910534,32,32.262248
8.35,14,32.301294
1.767544,7,32.326582
-1.608114,4,32.339988
1.35,7,32.361173
6.677177,12,32.396845
9.391886,15,32.438733
4.35,10,32.46971
0.788197,6,32.485535
14.467945,20,32.539647
6.226393,9,32.560488
-2.608114,3,32.569765
4.788197,10,32.593667
-1.070711,4,32.603538
5.241574,8,32.622759
-0.361803,5,32.638213
-0.361803,5,32.649285
14.391886,20,32.702002
1.738197,7,32.719169
28.426393,33,32.830762
6.35,12,32.860351
8.479289,13,32.893087
1.029289,6,32.90776
30.323676,34,32.996381
1.391886,7,33.014458
17.389681,23,33.067038
4.35,10,33.090145
6.511389,12,33.123887
-3.608114,2,33.129277
2.35,8,33.149565
23.026393,25,33.207641
6.95,12,33.236924
2.788197,8,33.256791
1.129289,6,33.270671
20.473949,23,33.321333
2.229289,7,33.338794
-0.211803,5,33.34922
-2.65,3,33.356957
17.391886,22,33.407228
3.503275,9,33.429245
-3.608114,2,33.434795
-0.608114,5,33.446118
-1.411803,4,33.455422
-0.65,5,33.469121
4.391886,10,33.491599
3.391886,9,33.513298
-0.65,5,33.525492
34.612873,38,33.607348
-2.65,3,33.613727
5.429289,10,33.636349
-2.608114,3,33.642713
10.558778,16,33.678248
9.391886,15,33.713132
12.979289,17,33.749829
-0.361803,5,33.760591
-1.608114,4,33.770905
3.738197,9,33.790618
12.096531,15,33.821454
15.35,21,33.864245
7.495161,13,33.894248
40.802188,43,33.983517
1.079289,6,33.996441
5.941886,11,34.023023
-2.65,3,34.03247
0.391886,6,34.045526
8.379289,13,34.076617
-1.65,4,34.086408
-2.461803,3,34.095262
8.988197,14,34.127641
6.536614,12,34.156276
-0.608114,5,34.167477
31.95,35,34.252809
0.35,6,34.268374
4.391886,10,34.29428
5.379289,10,34.323385
-3.608114,2,34.331752
0.605741,6,34.348461
4.644935,10,34.374619
19.389681,25,34.437651
9.955741,15,34.477579
-0.261803,5,34.489536
-3.608114,2,34.494785
5.391886,11,34.523974
10.2,15,34.562528
13.976393,17,34.602258
-2.461803,3,34.608624
16.391886,22,34.662572
1.737344,7,34.680719
20.98029,26,34.741
-2.461803,3,34.747395
-1.261803,4,34.756492
7.391886,13,34.786155
8.95,14,34.814575
2.391886,8,34.834488
17.567938,23,34.884961
14.35,20,34.93702
8.9,14,34.967391
-0.361803,5,34.97947
-2.65,3,34.988586
1.597627,7,35.013184
-3.608114,2,35.020509
-0.65,5,35.035386
1.35,7,35.054514
0.613855,6,35.073673
2.519503,8,35.095634
-2.608114,3,35.104347
15.726393,19,35.157355
4.941886,10,35.189687
9.929289,14,35.228517
-2.461803,3,35.238256
16.462706,22,35.290489
-3.608114,2,35.297888
0.688197,6,35.313352
7.238197,12,35.341937
-3.608114,2,35.347634
4.581399,10,35.373248
-3.608114,2,35.378022
5.573286,11,35.404506
-0.608114,5,35.431639
10.138197,15,35.489068
18.734823,24,35.543537
-1.608114,4,35.55389
5.391886,11,35.580835
5.738197,11,35.610841
6.391886,12,35.637679
-1.608114,4,35.646019
19.623428,21,35.693978
28.236415,33,35.780456
-3.608114,2,35.785964
6.557058,12,35.816566
4.041886,9,35.837988
5.479289,10,35.863248
-1.608114,4,35.875296
9.191886,14,35.907449
-0.608114,5,35.919703
5.391886,11,35.948494
-3.608114,2,35.955031
32.15,35,36.042697
3.35,9,36.064135
-3.608114,2,36.072037
35.165568,39,36.162354
-0.65,5,36.175309
22.889904,25,36.236487
20.983326,23,36.294767
0.029289,5,36.308685
1.35,7,36.327001
-2.65,3,36.33469
11.7,15,36.374971
11.527617,17,36.415705
11.729289,16,36.453676
-3.608114,2,36.458665
5.526393,9,36.482594
4.988197,10,36.508328
16.341886,21,36.555963
-0.342276,5,36.566432
18.988197,24,36.618406
22.5,26,36.673986
-2.65,3,36.681178
-3.608114,2,36.686309
0.605741,6,36.7032
-0.65,5,36.716657
3.35,9,36.739906
5.709632,11,36.766783
32.9,37,36.849065
-3.608114,2,36.853651
18.681924,24,36.904201
40.1,46,36.998144
8.391886,14,37.030031
2.738197,8,37.046901
19.604019,25,37.097341
0.391886,6,37.109664
2.129289,7,37.126351
-3.608114,2,37.130301
4.938197,10,37.152013
21.484033,27,37.212046
12.288197,17,37.248703
6.566892,12,37.274565
0.35,6,37.28779
-1.65,4,37.295951
15.738197,21,37.345045
6.988197,12,37.372725
-2.65,3,37.378999
3.717544,9,37.39849
43.136521,44,37.506014
3.391886,9,37.527405
13.229289,17,37.569553
8.391886,14,37.603791
-2.608114,3,37.613727
4.888197,10,37.640103
14.177447,19,37.691093
9.429289,14,37.732647
-2.65,3,37.743623
28.009831,33,37.836152
12.379289,17,37.880958
-2.65,3,37.888734
4.706543,10,37.917689
4.429289,9,37.943337
21.879289,26,38.012769
-3.608114,2,38.018573
-0.65,5,38.033966
-3.608114,2,38.040514
-1.65,4,38.051948
-0.608114,5,38.063521
-1.65,4,38.07627
1.391886,7,38.092799
8.511389,14,38.126717
0.391886,6,38.141371
3.988197,9,38.188312
38.393582,44,38.301627
0.391886,6,38.316192
-0.65,5,38.327181
21.15,25,38.385158
1.657724,7,38.401171
31.241886,36,38.476604
-1.65,4,38.485147
-3.608114,2,38.492113
30.838197,36,38.570481
5.737344,11,38.594305
27.865328,34,38.669101
28.564048,32,38.737409
-0.65,5,38.7482
12.238197,17,38.782725
-3.608114,2,38.787504
-1.411803,4,38.798213
2.35,8,38.816398
-3.608114,2,38.821055
12.129289,16,38.855111
-1.261803,4,38.866365
4.329289,9,38.886204
0.788197,6,38.899843
33.131079,40,38.991312
2.519503,8,39.013244
6.743203,12,39.040296
0.709632,6,39.054708
-0.261803,5,39.066311
-2.608114,3,39.0746
-1.65,4,39.084349
-1.411803,4,39.092378
50.090177,53,39.205611
4.379289,9,39.226915
-3.608114,2,39.232702
19.079289,23,39.28794
1.738197,7,39.304605
10.1,15,39.347694
-2.608114,3,39.356526
-2.461803,3,39.363737
-2.65,3,39.372773
9.088197,14,39.411574
6.557058,12,39.440942
4.723682,10,39.464326
31.812291,34,39.544885
-1.411803,4,39.556925
6.391886,12,39.586585
14.35,20,39.629964
-2.608114,3,39.637487
3.95,9,39.666076
4.988197,10,39.693782
1.7,7,39.713023
-2.461803,3,39.721817
6.511389,12,39.756723
15.129289,20,39.809687
12.47082,18,39.856605
-1.411803,4,39.865795
5.5,10,39.890574
-2.65,3,39.896919
-2.65,3,39.904654
12.488197,17,39.943449
31.300428,37,40.033723
33.44098,37,40.125512
-2.65,3,40.131808
1.788197,7,40.147318
-1.378031,4,40.160152
39.209062,43,40.260359
-0.65,5,40.274871
5.938197,11,40.300214
19.05,24,40.357911
9.941886,15,40.389961
9.229289,14,40.422162
-1.65,4,40.431373
35.165014,41,40.522512
3.35,9,40.543012
1.35,7,40.559481
4.35,10,40.582869
-1.65,4,40.59396
-1.608114,4,40.602653
1.527617,7,40.617865
20.09176,24,40.670499
-3.608114,2,40.677202
16.727208,19,40.716836
4.391886,10,40.73789
-1.65,4,40.746417
30.660747,36,40.856738
25.27007,30,40.933465
1.738197,7,40.953524
-3.608114,2,40.95941
1.621969,7,40.982278
23.83872,28,41.064547
2.35,8,41.091566
3.391886,9,41.118984
-1.070711,4,41.132803
23.805887,28,41.220484
17.688197,21,41.274274
6.15,11,41.302136
-1.608114,4,41.31348
22.648548,28,41.378849
4.391886,10,41.400083
5.35,11,41.423888
41.614657,44,41.531763
6.838197,12,41.557549
-1.608114,4,41.568723
15.9,18,41.608685
5.638197,10,41.633156
0.391886,6,41.64532
-1.411803,4,41.654174
1.391886,7,41.668818
11.391886,17,41.70628
13.571386,19,41.745207
12.238197,17,41.786036
8.540372,14,41.822892
24.402714,30,41.893117
-2.608114,3,41.900865
19.229289,23,41.957402
10.963715,16,42.005537
0.35,6,42.025648
9.725658,15,42.063747
2.35,8,42.082686
16.167544,20,42.136002
5.35,11,42.170159
9.481995,15,42.211671
2.35,8,42.23131
24.183326,26,42.292503
-3.608114,2,42.301178
-3.608114,2,42.306144
32.788197,36,42.413855
9.929289,14,42.451872
4.723682,10,42.478894
19.129289,23,42.537705
23.314531,29,42.609388
13.329289,17,42.650785
-3.608114,2,42.658133
14.767544,20,42.706741
3.329289,8,42.72952
5.759431,11,42.759639
0.129289,5,42.775608
5.35,11,42.804319
11.776393,14,42.838335
-1.65,4,42.850183
9.85,14,42.887777
18.038197,22,42.940131
1.519503,7,42.957852
-0.361803,5,42.97015
4.506336,10,42.996563
1.391886,7,43.015361
1.35,7,43.032425
4.35,10,43.080234
-1.070711,4,43.096228
5.743203,11,43.12975
-0.361803,5,43.14557
10.35,16,43.189771
18.406856,24,43.250251
-2.608114,3,43.25679
2.788197,8,43.2761
14.021194,16,43.311122
3.519503,9,43.334782
-2.608114,3,43.342359
4.35,10,43.367418
-1.608114,4,43.376829
23.487048,29,43.446651
2.391886,8,43.464708
-2.608114,3,43.47167
11.338721,17,43.507097
3.391886,9,43.528465
-3.608114,2,43.533889
-0.361803,5,43.544554
0.391886,6,43.55794
25.738197,30,43.622698
8.467945,14,43.65273
12.888197,18,43.690073
0.391886,6,43.70245
24.997751,30,43.765734
6.941886,12,43.791285
1.35,7,43.805349
-3.608114,2,43.80953
11.668861,17,43.847075
8.391886,14,43.877507
7.729289,12,43.902975
23.988197,28,43.962041
2.391886,8,43.980923
0.788197,6,43.993526
-2.461803,3,44.00021
-2.65,3,44.006786
16.709431,22,44.056892
1.391886,7,44.072244
-2.608114,3,44.078109
-2.461803,3,44.084826
7.391886,13,44.113434
0.391886,6,44.126756
18.872492,23,44.173874
11.2,14,44.204578
14.888197,20,44.258715
4.506336,10,44.286028
10.47082,16,44.329914
1.888197,7,44.350293
-0.608114,5,44.365602
20.799477,25,44.433028
31.289954,35,44.519499
-3.608114,2,44.52418
2.179289,7,44.543591
15.779289,20,44.590811
11.429289,16,44.625493
-0.608114,5,44.637498
-0.608114,5,44.650352
16.188197,20,44.692685
14.229289,18,44.729326
14.979289,19,44.769685
7.888197,13,44.797266
-1.65,4,44.806973
-2.461803,3,44.813072
13.629289,18,44.851161
-2.461803,3,44.859528
2.391886,8,44.875718
1.391886,7,44.889994
27.637722,33,44.960943
-0.608114,5,44.975917
6.4,10,44.999685
20.142156,24,45.05761
12.613855,18,45.09593
35.748944,40,45.180017
15.4,20,45.224302
1.35,7,45.239891
10.326393,13,45.271812
-1.472383,4,45.28479
0.391886,6,45.298276
-2.65,3,45.305621
5.35,11,45.33579
2.079289,7,45.356706
38.146686,44,45.468633
7.729289,12,45.493873
3.838197,9,45.513755
-1.608114,4,45.525723
21.495161,27,45.591534
66.735619,73,45.782751
5.379289,10,45.811104
2.788197,8,45.832392
-2.65,3,45.839502
1.738197,7,45.855199
1.738197,7,45.873179
0.391886,6,45.891201
3.0,6,45.908442
51.302107,53,46.069149
9.645458,13,46.098836
5.479289,10,46.129761
22.487048,28,46.19754
58.0,64,46.368885
1.888197,7,46.387414
6.3,9,46.410704
12.229289,16,46.44699
8.1,11,46.475409
4.391886,10,46.50515
6.35,12,46.537423
3.35,9,46.561505
26.597627,31,46.640013
-2.65,3,46.648582
30.207774,36,46.742207
21.54083,27,46.806456
-2.461803,3,46.813074
-0.608114,5,46.825674
3.613855,9,46.851351
-3.608114,2,46.856433
1.738197,7,46.874455
8.629289,13,46.905841
-3.608114,2,46.913382
13.558539,19,46.959914
8.625269,14,46.993033
-2.461803,3,46.999867
-2.608114,3,47.008974
1.35,7,47.024557
15.557058,21,47.073345
-2.65,3,47.079755
38.313772,40,47.176042
-1.261803,4,47.186449
25.291886,30,47.256558
0.391886,6,47.274353
-2.461803,3,47.285183
14.532716,20,47.331001
-1.65,4,47.341117
3.988197,9,47.361506
0.527617,6,47.379225
12.241886,17,47.42111
6.988197,12,47.448031
5.938197,11,47.4717
10.788197,16,47.50804
4.888197,10,47.529666
0.741886,6,47.543956
6.038197,11,47.567979
39.499802,45,47.686323
7.579289,12,47.718653
8.6,12,47.753351
2.527617,8,47.776687
23.026393,25,47.847032
6.604759,12,47.878142
4.888197,10,47.905641
-2.65,3,47.915122
0.391886,6,47.931861
2.838197,8,47.950185
-0.65,5,47.962425
11.488197,16,48.00389
-3.608114,2,48.011127
-2.608114,3,48.020888
3.35,9,48.043988
2.391886,8,48.063623
7.645458,11,48.09245
14.796215,20,48.139135
26.788745,32,48.211991
22.164378,26,48.276643
-0.608114,5,48.292995
0.35,6,48.307576
-1.608114,4,48.317819
-1.65,4,48.328343
-0.608114,5,48.342109
1.35,7,48.360771
15.43025,21,48.411846
5.621969,11,48.449797
-0.608114,5,48.477146
28.979289,32,48.561292
14.622663,20,48.612525
-2.608114,3,48.620973
12.338197,17,48.66481
4.838197,10,48.688993
6.503275,12,48.721337
23.360351,29,48.805092
14.53872,19,48.861602
3.621969,9,48.886427
-3.608114,2,48.891605
9.735089,15,48.931884
-2.461803,3,48.941687
15.938197,21,48.987485
27.573286,32,49.059617
1.391886,7,49.074358
-3.608114,2,49.081443
11.188197,16,49.116324
1.35,7,49.131439
-1.411803,4,49.140514
0.35,6,49.156845
4.391886,10,49.180975
-2.65,3,49.188214
33.906472,38,49.273291
13.038197,18,49.317295
2.8,8,49.334553
-0.65,5,49.345066
-1.411803,4,49.35536
14.088197,19,49.400429
16.532716,22,49.449159
0.621969,6,49.461833
7.938197,13,49.492597
22.243203,27,49.560391
-1.608114,4,49.570434
1.35,7,49.587958
64.318435,70,49.750765
24.950147,30,49.82028
-2.608114,3,49.826928
-1.608114,4,49.836477
-2.608114,3,49.843123
-2.608114,3,49.853725
-2.65,3,49.86074
-3.608114,2,49.865331
-1.608114,4,49.873569
-3.608114,2,49.880123
15.83377,21,49.929659
0.35,6,49.944212
2.649077,8,49.96464
-2.608114,3,49.974282
43.524506,47,50.081009
6.326393,9,50.101681
10.767544,16,50.135443
0.391886,6,50.151233
10.709632,16,50.188459
12.438364,18,50.236263
6.527617,12,50.267062
5.391886,11,50.296042
17.47082,23,50.356185
-2.608114,3,50.364116
12.69452,18,50.409774
-1.65,4,50.422239
-1.070711,4,50.431377
23.35,29,50.491683
10.379289,15,50.523691
-1.608114,4,50.533863
-3.608114,2,50.538506
4.429289,9,50.557262
0.519503,6,50.569891
7.35,13,50.598786
4.511389,10,50.619654
17.35,23,50.669785
3.35,9,50.688756
-0.65,5,50.701467
-0.65,5,50.712126
3.35,9,50.731586
13.288197,18,50.768933
-1.608114,4,50.779624
7.35,13,50.807987
4.899477,8,50.824362
-3.608114,2,50.828535
-1.608114,4,50.839754
85.299874,88,51.045043
20.83025,26,51.122724
9.038197,14,51.164174
-3.608114,2,51.173306
4.279289,9,51.197816
-3.608114,2,51.20337
12.35,18,51.251518
5.038197,10,51.279894
12.238197,17,51.323292
5.511389,11,51.353875
15.644827,21,51.405747
14.779289,19,51.454944
5.35,11,51.481617
9.669063,15,51.519853
-1.65,4,51.528696
11.788197,17,51.570539
37.378292,42,51.659602
21.426393,24,51.714326
16.391886,22,51.770474
4.913604,8,51.791958
1.35,7,51.809229
-0.608114,5,51.821477
11.188197,16,51.859143
15.510094,21,51.908669
0.391886,6,51.92294
1.35,7,51.93882
21.613855,27,51.99867
16.565172,22,52.049792
14.83025,20,52.091997
2.079289,7,52.107095
-0.608114,5,52.118591
5.391886,11,52.146188
-2.608114,3,52.152865
-2.65,3,52.159497
28.950515,35,52.250024
9.257724,14,52.287351
13.079289,17,52.329877
33.379289,36,52.408579
1.8,7,52.42452
-1.472383,4,52.435304
5.529289,10,52.456275
6.579289,11,52.478583
0.35,6,52.491645
3.838197,9,52.511714
-1.65,4,52.521391
-1.411803,4,52.52979
-1.608114,4,52.538708
2.35,8,52.557192
6.391886,12,52.583808
1.35,7,52.598304
7.573286,13,52.626904
37.775212,44,52.728889
5.621969,11,52.754597
2.391886,8,52.773823
0.527617,6,52.788773
0.35,6,52.814017
9.657724,15,52.867907
28.060747,33,52.941584
0.35,6,52.955062
0.838197,6,52.969623
-2.461803,3,52.975744
28.105741,32,53.042083
10.391886,16,53.075003
-0.361803,5,53.087492
13.9,19,53.12717
7.176393,10,53.148533
1.35,7,53.164913
10.391886,16,53.205675
2.788197,8,53.224656
-2.608114,3,53.232469
32.038197,36,53.31163
8.923022,14,53.349942
8.977617,14,53.388501
2.35,8,53.40681
7.35,13,53.436033
5.391886,11,53.461975
50.137429,56,53.58577
-2.608114,3,53.592085
11.15,16,53.625714
2.621969,8,53.643971
2.788197,8,53.660466
8.35,14,53.689978
0.391886,6,53.702552
10.391886,16,53.737471
-2.461803,3,53.743476
-1.65,4,53.752416
4.391886,10,53.776954
11.173949,14,53.809564
7.012662,12,53.834749
0.391886,6,53.847101
4.391886,10,53.867663
-2.65,3,53.87657
8.038197,13,53.903892
-3.608114,2,53.907978
0.391886,6,53.92237
4.35,10,53.94526
-3.608114,2,53.950102
46.339012,48,54.045402
24.92271,31,54.107683
26.445781,32,54.174796
2.35,8,54.191001
13.35,19,54.229948
19.679289,23,54.277398
24.039997,27,54.342231
30.579289,34,54.434883
-0.261803,5,54.449782
14.388197,18,54.504275
7.429289,12,54.541925
0.35,6,54.558849
1.738197,7,54.576222
-0.608114,5,54.589768
2.35,8,54.611885
1.391886,7,54.631035
6.629289,11,54.658153
-0.65,5,54.670661
-0.65,5,54.685413
38.985849,42,54.779607
10.938197,16,54.813191
5.391886,11,54.837144
11.829289,16,54.873878
13.988197,19,54.913282
29.379027,31,54.978904
9.605741,15,55.010838
-2.608114,3,55.019678
2.391886,8,55.037338
14.388197,19,55.078018
0.838197,6,55.090461
13.35,19,55.133113
4.391886,10,55.154659
23.288197,27,55.211732
0.35,6,55.224558
24.029289,28,55.285677
9.188197,14,55.314455
11.788197,17,55.351362
0.73991,6,55.363442
2.788197,8,55.3842
10.676975,16,55.416779
-2.608114,3,55.422863
1.621969,7,55.438067
5.35,11,55.462986
-3.608114,2,55.467697
1.738197,7,55.482027
-2.608114,3,55.488463
1.838197,7,55.505014
6.807067,12,55.53003
16.477923,22,55.573864
-2.65,3,55.58121
2.229289,7,55.600725
15.939374,21,55.647241
-3.608114,2,55.652581
-2.608114,3,55.659326
24.75,30,55.727553
-3.608114,2,55.732009
7.088197,12,55.756225
-3.608114,2,55.76052
24.759431,30,55.824354
10.329289,15,55.854681
25.18934,28,55.910012
-2.608114,3,55.91662
23.25,28,55.976588
22.197582,25,56.028398
16.529289,20,56.070258
17.478934,23,56.117737
30.621969,36,56.191211
4.649077,10,56.210983
26.074931,32,56.284035
-1.411803,4,56.292312
0.35,6,56.307119
20.054592,25,56.360681
37.597153,43,56.452927
0.688197,6,56.465688
-1.261803,4,56.475679
-0.608114,5,56.485841
-2.608114,3,56.491872
1.527617,7,56.506906
3.838197,9,56.52729
18.963117,24,56.577314
9.391886,15,56.610353
1.35,7,56.625443
19.14083,24,56.681884
-3.608114,2,56.686217
1.9,5,56.696912
20.668861,26,56.762067
6.527617,12,56.792588
-2.608114,3,56.800118
7.35,13,56.827809
29.655624,35,56.900593
5.35,11,56.925131
9.55,14,56.954349
13.35,19,57.019886
22.535089,27,57.078162
18.826458,24,57.131398
4.941886,10,57.151363
14.1,19,57.190171
3.35,9,57.207911
2.613855,8,57.225937
10.629289,15,57.256822
12.554422,18,57.293383
3.717544,9,57.312064
5.35,11,57.33742
7.738197,12,57.362687
1.391886,7,57.381452
8.829289,13,57.410402
4.888197,10,57.434869
-1.608114,4,57.444017
2.838197,8,57.461732
3.391886,9,57.482306
6.738197,12,57.511323
23.4,28,57.573685
7.829289,12,57.599888
15.738197,21,57.64651
-1.378031,4,57.657841
-2.65,3,57.666131
11.391886,17,57.710503
16.95,22,57.771223
16.557058,22,57.833365
10.35,16,57.880394
16.596853,22,57.942235
23.419122,29,58.011838
7.35,13,58.041277
12.527617,18,58.078497
-0.378031,5,58.089355
12.391886,18,58.125899
12.35,18,58.164572
24.613713,30,58.22873
13.621969,19,58.270586
-3.608114,2,58.275206
8.738417,14,58.307168
21.438197,25,58.361846
24.269518,30,58.430277
9.391886,15,58.461554
12.838197,18,58.502286
1.738197,7,58.516229
17.718861,23,58.563127
13.079289,17,58.598162
18.414023,24,58.649343
-1.608114,4,58.657454
4.888197,10,58.677374
-2.65,3,58.683973
6.788197,12,58.712891
2.938197,8,58.730529
-3.608114,2,58.735111
-3.608114,2,58.739443
7.35,13,58.768927
12.829289,17,58.805206
-2.461803,3,58.811496
23.779289,28,58.871937
0.391886,6,58.887213
13.179289,17,58.924566
6.35,12,58.951822
-2.461803,3,58.958194
8.529289,13,58.989373
9.238197,14,59.021403
2.391886,8,59.040653
-2.65,3,59.048001
20.35,26,59.107985
7.391886,13,59.134994
2.938197,8,59.152771
3.391886,9,59.172629
24.35,30,59.237198
8.391886,14,59.267104
0.35,6,59.280272
-3.608114,2,59.285066
2.788197,8,59.304782
16.659062,20,59.350364
-3.608114,2,59.355023
-3.608114,2,59.359633
5.35,11,59.386625
-3.608114,2,59.391338
-0.65,5,59.403537
-2.65,3,59.410657
4.529289,9,59.433005
33.888197,36,59.510631
31.566548,36,59.587749
0.391886,6,59.600701
-3.608114,2,59.60677
-1.65,4,59.615779
21.8,24,59.666844
-1.472383,4,59.674894
1.511389,7,59.69129
2.511389,8,59.707722
-3.608114,2,59.711612
9.399276,15,59.743038
15.388197,20,59.787342
79.928342,85,59.96054
73.698804,75,60.1099
-3.608114,2,60.114812
9.391886,15,60.152435
0.391886,6,60.166045
-0.361803,5,60.177276
15.238197,20,60.221923
11.465767,17,60.260216
-2.65,3,60.267312
7.391886,13,60.294825
63.747927,67,60.438101
-1.608114,4,60.450078
18.613604,21,60.493634
5.391886,11,60.518982
12.503275,18,60.557591
-3.608114,2,60.56389
1.73991,7,60.578784
38.298154,40,60.660546
-3.608114,2,60.665455
13.35,19,60.708131
10.779289,15,60.741222
5.738197,11,60.765281
38.424664,44,60.868695
19.483575,25,60.928762
12.35,18,60.973933
-2.65,3,60.981895
18.438364,24,61.045308
4.391886,10,61.074905
25.129289,28,61.153459
21.35,27,61.222648
32.479289,35,61.317483
1.75,7,61.337527
23.940307,26,61.398873
20.539513,24,61.453642
2.35,8,61.472365
-2.461803,3,61.481588
14.527617,20,61.527118
29.676975,35,61.634621
17.948944,23,61.683025
11.35,17,61.720098
0.688197,6,61.732783
2.229289,7,61.747286
2.35,8,61.764424
-0.261803,5,61.77666
-3.608114,2,61.781085
19.372756,25,61.832648
9.579289,14,61.863071
-1.608114,4,61.873215
17.626183,23,61.922597
11.557058,17,61.958496
1.738197,7,61.972914
46.85,51,62.080916
-3.608114,2,62.085346
9.35,15,62.116121
23.15,25,62.16642
9.379289,14,62.196295
14.238197,19,62.235748
-0.361803,5,62.246459
4.429289,9,62.26643
7.838197,13,62.296108
1.391886,7,62.314809
0.35,6,62.327691
-3.608114,2,62.333086
-0.65,5,62.347075
7.35,13,62.377626
32.35,38,62.465573
4.35,10,62.489962
4.573286,10,62.513255
5.938197,11,62.53701
13.405909,19,62.577596
9.838197,15,62.61028
8.35,14,62.642682
-0.65,5,62.653929
4.391886,10,62.674778
57.735398,64,62.806574
2.391886,8,62.824953
13.391886,19,62.865294
8.081399,13,62.892895
44.047898,48,63.003256
34.422136,40,63.091604
12.229289,16,63.127664
15.379442,18,63.168682
25.478934,31,63.247304
2.35,8,63.27169
39.798171,44,63.379895
29.54083,35,63.466033
37.454592,43,63.56707
0.605741,6,63.584558
5.391886,11,63.611653
27.141596,32,63.67848
16.670178,22,63.726045
46.449495,47,63.839945
31.177426,38,63.928751
4.391886,10,63.953321
-0.608114,5,63.965727
9.938197,15,64.003392
-0.65,5,64.015168
9.613855,15,64.05102
-0.608114,5,64.061365
-3.608114,2,64.068205
0.7,6,64.080835
4.527617,10,64.103258
28.688197,31,64.166936
4.35,10,64.189471
11.503275,17,64.227411
-2.461803,3,64.234559
30.701317,36,64.315445
4.35,10,64.343473
44.972093,50,64.479735
1.391886,7,64.498316
10.041886,15,64.53901
4.519503,10,64.56716
-1.608114,4,64.578385
12.841886,18,64.627006
-2.608114,3,64.635503
-2.461803,3,64.646603
-1.608114,4,64.657786
11.521647,17,64.701184
9.429289,14,64.736088
3.738197,9,64.759065
0.029289,5,64.769576
10.35,16,64.80507
-1.472383,4,64.813757
2.391886,8,64.8335
-0.361803,5,64.844146
32.487048,37,64.921101
0.391886,6,64.934512
49.766548,53,65.049334
14.35,20,65.090799
10.391886,16,65.125382
-3.608114,2,65.130313
-1.608114,4,65.140601
4.391886,10,65.161674
27.25,32,65.226209
-3.608114,2,65.230723
3.613855,9,65.253091
3.988197,9,65.272606
0.35,6,65.286558
1.35,7,65.304344
-2.65,3,65.313947
6.988197,12,65.34092
0.35,6,65.35515
10.391886,16,65.390369
9.738197,15,65.42473
26.413326,32,65.50186
1.738197,7,65.518231
11.288197,16,65.554564
9.532258,15,65.58919
2.657724,8,65.60638
8.391886,14,65.636344
6.988197,12,65.66114
-2.65,3,65.670305
27.427082,31,65.737759
0.391886,6,65.750686
32.555267,38,65.839223
43.160534,46,65.94223
19.138197,24,65.991908
-1.65,4,66.000323
8.35,14,66.029299
10.288197,15,66.06171
-3.608114,2,66.06657
-1.261803,4,66.074682
9.35,15,66.108098
3.35,9,66.13043
-0.65,5,66.141281
-1.411803,4,66.149866
10.622557,16,66.183001
6.938197,12,66.208935
28.327082,32,66.275574
26.638197,31,66.342608
-3.608114,2,66.347088
-3.608114,2,66.353445
-0.65,5,66.364103
7.729289,12,66.388726
6.35,12,66.414605
53.82408,57,66.537251
7.35,13,66.564816
12.391886,18,66.603554
13.779289,18,66.643788
30.709431,36,66.753546
8.621969,14,66.790419
24.797795,30,66.865032
6.391886,12,66.895214
-0.608114,5,66.911959
2.35,8,66.934739
0.35,6,66.950999
17.738197,23,67.015357
8.54083,14,67.05141
11.779289,16,67.088739
31.841886,36,67.168145
2.35,8,67.186086
-2.461803,3,67.194498
1.391886,7,67.210133
15.241886,20,67.255072
14.988197,20,67.299669
37.639997,41,67.39349
67.334845,72,67.558306
1.738197,7,67.573436
0.391886,6,67.586691
-0.608114,5,67.6003
33.05,35,67.681487
8.391886,14,67.719497
-2.65,3,67.727491
-2.608114,3,67.738583
1.838197,7,67.758907
17.0,21,67.82392
33.479289,37,67.926568
-2.65,3,67.936748
13.35,19,67.985333
-3.608114,2,67.99031
38.292212,44,68.100069
8.454592,14,68.135118
8.391886,14,68.169537
-0.65,5,68.182923
4.391886,10,68.208094
10.826393,14,68.247901
11.751317,17,68.292847
1.35,7,68.309841
7.391886,13,68.343924
5.038197,10,68.372394
0.788197,6,68.388051
2.838197,8,68.407457
8.088197,13,68.440318
-0.65,5,68.454849
10.529289,15,68.490386
-1.65,4,68.50074
53.05,54,68.615143
41.488197,46,68.715765
-2.65,3,68.722371
7.548944,13,68.751446
17.388197,22,68.801792
9.726393,12,68.831932
-0.361803,5,68.842591
8.35,14,68.874443
5.35,11,68.900318
20.05,23,68.950996
7.462706,13,68.97815
18.630777,24,69.028573
-2.65,3,69.035635
27.35,33,69.109053
8.581399,14,69.137812
