Timestep,Lap,LapTime
76583,1,0.5421931743621826
76584,2,0.0010063648223876953
76585,3,0.0009779930114746094
94479,1,0.4668734073638916
94480,2,0.0018129348754882812
94481,3,0.0016291141510009766
96306,1,0.6192483901977539
96307,2,0.0012421607971191406
96308,3,0.0011413097381591797
217223,1,0.669553279876709
217224,2,0.0017628669738769531
217225,3,0.0018639564514160156
